athlete_id,firstname,lastname,country,birthday,gender,paraclimbing_sport_class,height,speed_personal_best_score,speed_personal_best_date,speed_personal_best_round
8672,Roman,VASKO,UKR,1996-10-15,male,,,,,
8673,Felix,DEUBLER,AUT,1996-12-21,male,,,,,
8674,Scott,EVELEIGH,CAN,,male,,,,,
8675,Marek,SKORPIL,CZE,,male,,,,,
8676,Denys,BERDIN,UKR,,male,,,,,
8677,Sergiy,KAMYENYEV,UKR,,male,,,10.56,2011-08-28,Final
8678,Danyil,VEDENMIEIER,UKR,,male,,,,,
8679,Attila,KIRÁLY,HUN,,male,,,17.68,2011-08-28,Qualification
8680,Sean,BEAUDOIN,CAN,,male,,,,,
8681,Kostiantyn,DEMCHENKO,UKR,,male,,,,,
8682,Zach,WATSON,CAN,,male,,,19.75,2011-08-28,Qualification
8683,Károly,ALBRECHT,HUN,,male,,,11.3,2011-08-28,Qualification
8684,Michela,LACCHIO,ITA,,female,,,,,
8685,Serena,RINALDI,ITA,,female,,,,,
8686,Rica,NAUNDORF,GER,,female,,,,,
8687,Lisa,BINGGELI,SUI,,female,,,,,
8688,Marta,BONAT,ITA,,female,,,,,
8689,Annabell,KREUZER,GER,,female,,,,,
8690,Lisa,GEIGINGER,AUT,,female,,,,,
8691,Marco,CAPANO,ITA,,male,,,,,
8692,Lautaro Mauro,SCHWASZTA,AUT,,male,,,,,
8693,Damiano,CAPULLI,ITA,,male,,,,,
8694,Dominik,KLEIN,GER,,male,,,,,
8695,Tom,HENDRIKS,NED,,male,,,,,
8696,Lucas,KAISER,FRA,,male,,,,,
8697,Manolo,DEBREYNE,BEL,,male,,,,,
8698,Tom-louis,GÜNTHER,GER,,male,,,,,
8699,Dominik,OBERMAYER,AUT,,male,,,,,
8700,Jan,NICKLAS,GER,,male,,,,,
8701,Richard,PARIL,CZE,,male,,,,,
8702,Annika,PIDDE,GER,,female,,,,,
8703,Jessica,SVENSSON,SWE,,female,,,,,
8704,Maria,GUT,GER,,female,,,,,
8705,Nikki,THOLINDER WINGE,SWE,,female,,,,,
8706,Jonathan,BERTHE,BEL,,male,,,47.47,2009-08-30,Qualification
8707,Johannes,SCHWITZGEBEL,GER,,male,,,,,
8708,Thomas,BISCHOF,AUT,,male,,,,,
8709,Igor,VOLKOV,RUS,,male,,,,,
8710,Filip,HOFFMAN,SWE,,male,,,,,
8711,Patrick,BREIER,GER,,male,,,,,
8712,Dmitry,SHNYRIK,RUS,,male,,,,,
8713,Alex,HERMANSSON,SWE,,male,,,,,
8714,Joakim,RUNDIN,SWE,,male,,,,,
8715,Anna,EGLI,SUI,,female,,,,,
8716,Enya,GROENLAND,NED,,female,,,,,
8717,Romane,CECCHI,FRA,,female,,,,,
8718,Mike,BRAND,FRA,,male,,,,,
8719,Lucien,COUSIN,FRA,,male,,,,,
8720,Rafael,HENRIQUES,POR,,male,,,,,
8721,Karin,ERJAVEC,SLO,,female,,,,,
8722,Maša,PUČKO ,SLO,,female,,,,,
8723,Klemen,DRETNIK,SLO,,male,,,,,
8724,Rok,LUKAVEČKI,SLO,,male,,,,,
8725,Nejc,ERKLAVEC,SLO,,male,,,,,
8726,Domen,KOLENKO,SLO,,male,,,,,
8728,Shanu,BUFF,SUI,,female,,,,,
8729,Rebecca,HÖRNER,GER,,female,,,,,
8730,Lova,ROSENQVIST,SWE,,female,,,,,
8731,Andrina,FRUTIGER,SUI,,female,,,,,
8732,Auriane,FAVRIN,FRA,,female,,,,,
8733,Alice,GIANELLI,ITA,,female,,,,,
8734,Maëlys,GILLART,BEL,,female,,,,,
8735,Arina Cipriana,TRIFU,ROU,,female,,,,,
8736,Clara Emilie Volmer,NIELSEN,DEN,,female,,,,,
8737,Gracie,MARTIN,GBR,,female,,,,,
8738,Maja,HINRICHSEN,DEN,,female,,,,,
8739,Alexandra,PROVALOVA,RUS,,female,,,12.13,2013-08-19,Qualification
8740,Luca,MARZARI,ITA,,male,,,,,
8741,Koen,BAEKELANDT,BEL,,male,,,,,
8742,William,FRIMOUT,BEL,,male,,,,,
8743,Markus,LYHNE,DEN,,male,,,,,
8744,Yannick,GLATTHARD,SUI,,male,,,,,
8745,Leo,BEAUDET,FRA,,male,,,,,
8746,Liam,THIJS,BEL,,male,,,,,
8747,Angus,DAVIDSON,GBR,,male,,,,,
8748,Bertil S. S.,SCHMIDT,DEN,,male,,,,,
8749,Calum,FORSYTH,GBR,,male,,,,,
8750,Oleksandra,BOBRIKOVA,UKR,,female,,,,,
8751,Kamila,NURMANOVA,KAZ,,female,,,,,
8752,Ekaterina,FEOKTISTOVA,RUS,,female,,,,,
8753,Sofya,BERGER,RUS,,female,,,,,
8754,Anastasiia,DOROSHENKO,UKR,,female,,,,,
8755,Nika,GALKINA,RUS,,female,,,,,
8756,Anastasia,INOZEMTSEVA,RUS,,female,,,,,
8757,Varvara,BYSTROVA,RUS,,female,,,,,
8758,Aleksandr,BOLSHAKOV,RUS,,male,,,7.75,2012-09-01,Final
8759,Maxim,SHCHERBAKOV,RUS,,male,,,8.14,2012-09-01,Qualification
8760,Igor,RYABOV,KAZ,,male,,,10.01,2010-09-12,Final
8761,Denys,ROKOTYANSKII,UKR,,male,,,46.19,2009-08-30,Qualification
8762,Vladyslav,KODZHEBASH,UKR,,male,,,,,
8763,Nikita,BOTOV ,RUS,,male,,,,,
8764,Maksym,KOVAL,UKR,,male,,,,,
8765,Yevgen,FREY,UKR,,male,,,,,
8766,Valentyn,NASONOV,UKR,,male,,,,,
8767,Ruslan,TITOV,UKR,,male,,,,,
8768,Ilya,PRIHODKO,RUS,,male,,,,,
8769,Arsen,GAINANOV,RUS,,male,,,,,
8770,Evgenii,KOZLOV,RUS,,male,,,,,
8771,Danila,KOTOV,RUS,,male,,,9.16,2013-08-19,Qualification
8772,Vladyslav,SHEVCHENKO,UKR,,male,,,,,
8773,Artem,BRITOV,RUS,,male,,,,,
8774,Nikolay,GOLOBOKOV,RUS,,male,,,,,
8775,Oleksandr,ZINOVYEV,UKR,,male,,,,,
8776,Anton,OPANASENKO,UKR,,male,,,,,
8777,Martine,LIMSTRAND,NOR,,female,,,,,
8778,Dawn,CLAEIJS,BEL,,female,,,,,
8779,Meret,BARATTA,SUI,,female,,,,,
8780,Marion,SENONER,ITA,,female,,,,,
8781,Laura,MASI,ITA,,female,,,,,
8782,Martina,BAGGETTO,ITA,,female,,,,,
8783,Hanna,CARLSSON,SWE,,female,,,,,
8784,Tom,DUREL,FRA,,male,,,,,
8785,Jonathan,LINNÉ RYN,SWE,,male,,,,,
8786,Tim,GOOSSENS,BEL,,male,,,,,
8787,Daniel,MEYER,SUI,,male,,,,,
8788,Jakob,ELENSTEDT,SWE,,male,,,,,
8789,Thomas,KOHLBACHER,AUT,1995-08-03,male,,,,,
8790,Sandro,PFISTER,SUI,,male,,,,,
8791,Matthias,KARNEL,AUT,,male,,,,,
8792,James Wolf,NUGENT,ISR,,male,,,,,
8793,Riccardo,MORETTI,ITA,,male,,,,,
8794,Fabian,BECHTOLD,GER,,male,,,,,
8795,Davide,DE PAOLI,ITA,,male,,,,,
8796,Josefine,MOSER,GER,,female,,,,,
8797,Larisa,FABJAN,SLO,,female,,,,,
8798,Urska,BLEJEC,SLO,,female,,,,,
8799,Julie,ROSELLO,FRA,,female,,,,,
8800,Rebekka,UNTERKOFLER,ITA,,female,,,,,
8801,Marina,VALENCIA CORRALES,ESP,,female,,,,,
8802,Andreas,BALDINGER,AUT,,male,,,,,
8803,Bernhard,KRENMAYR,AUT,,male,,,,,
8804,Thoma,MEIGNAN,FRA,,male,,,,,
8805,Matteo,MENARDI,ITA,,male,,,,,
8806,Nikita,KROTOV,RUS,,male,,,,,
8807,Thomas,MORIZE,FRA,,male,,,,,
8808,Sarka,HVEZDOVA,CZE,,female,,,,,
8809,Katerina,ZACHRDLOVA,CZE,,female,,,,,
8810,Joke,PIERSSENS,BEL,,female,,,,,
8811,Elisabeth,REITMAIER,GER,,female,,,,,
8812,Martin,JUNGMAYR,AUT,,male,,,,,
8813,Egon,EGGER,AUT,,male,,,,,
8814,Rene,DANA,CZE,,male,,,,,
8815,Todor,SHARKOV,BUL,,male,,,22.16,2012-09-01,Qualification
8816,Vojtech,SEDLACEK,CZE,,male,,,,,
8817,Thomas,JUNGMAYR,AUT,,male,,,,,
8818,Jakob,GREISTORFER,AUT,,male,,,,,
8819,Katarzyna,KWIATKOWSKA,POL,,female,,,,,
8820,Celine,PAGNIER,FRA,,female,,,,,
8821,Thomas,THENOT,FRA,,male,,,,,
8822,Viktória Anett,KISS,HUN,,female,,,,,
8823,Lynn,BRINKMANN,SUI,,female,,,,,
8824,Dina,DEMCHENKO,RUS,,female,,,,,
8825,Vincent,JANVID,SWE,,male,,,,,
8826,Amer Tarik,AL SHATRI,BUL,,male,,,,,
8827,Dániel,KOVÁCS-DEÁK,HUN,,male,,,,,
8828,Marco,ZANONE,ITA,,male,,,,,
8829,Vladimir,VYATKIN,RUS,,male,,,,,
8830,Samuel,HAMMER ,FIN,,male,,,,,
8831,Dmytro,POKHLYEBA,UKR,,male,,,,,
8832,Esteban Roberto,YEPEZ SANTACRUZ,ECU,1985-05-30,male,,,8.97,2012-09-01,Qualification
8833,Francesco,PROFICO,ITA,,male,,,,,
8834,Julian,SANTIFALLER,ITA,,male,,,,,
8835,Mikolaj,WROBLEWSKI,POL,1997-10-11,male,,,5.97,2023-07-07,Qualification
8836,Brina,PIRC,SLO,1998-03-11,female,,,,,
8837,Blaz,OBLAK,SLO,,male,,,,,
8838,Urh,TOMAŽIČ,SLO,,male,,,,,
8839,Christian Dyreholt,ZIMMERMANN,DEN,,male,,,,,
8840,Miha,KOSTANJEVEC,SLO,,male,,,,,
8841,Kristjan,JURCIC,SLO,,male,,,,,
8842,Olle,RINGSTEDT,SWE,,male,,,,,
8843,Vito,MUZEVIC,CRO,,male,,,,,
8844,József,RIESING,HUN,,male,,,,,
8845,Liv,GYLLENBORG,DEN,1998-09-03,female,,,,,
8846,Kathrine Elsig,JENSEN,DEN,1996-11-12,female,,,,,
8847,Flora,LE CERF,FRA,,female,,,,,
8848,Chloé,ROUHLING,FRA,,female,,,,,
8849,Veronika,PELTRAMOVA,CZE,,female,,,,,
8850,Melina,BUCHER,SUI,,female,,,,,
8851,Elin,SAHLE,SWE,,female,,,,,
8852,Emmanuel,SALAUN PENQUER,FRA,,male,,,8.23,2013-08-19,Qualification
8853,Alexander,BOSI,GBR,,male,,,9.64,2015-09-06,Qualification
8854,Dominik,KURZEJA,POL,,male,,,,,
8855,Jonas Uglvig,FEDDERSEN,DEN,,male,,,,,
8856,Oliver Islin,SAHL-MADSEN,DEN,,male,,,,,
8857,Magnus,PETERSEN,DEN,,male,,,,,
8858,Roger,JIMENEZ  JULIAN,ESP,,male,,,,,
8859,Matéo,LAPORTE,FRA,,male,,,,,
8860,Roman,SUDHOLZ,SUI,,male,,,,,
8861,Fabian,FÖRANDER,SWE,1998-08-04,male,,,,,
8862,Vojtech,VLK,CZE,,male,,,,,
8863,Tilmann,ROTHE,GER,,male,,,,,
8864,Robin,MIGNARD,FRA,,male,,,,,
8865,Nils,LEMIÈRE,BEL,,male,,,,,
8866,Lorenz,JAN,AUT,,male,,,,,
8867,Anselm David,GEIMER,LUX,,male,,,,,
8868,Thomas Acher,JOHANSEN,DEN,,male,,,,,
8869,Pauline,GERUNG,GER,,female,,,,,
8870,Sara,PIRNAT,SRB,,female,,,,,
8871,Adèle,LIPPERT,BEL,,female,,,,,
8872,Matteo,MOSCONI,ITA,,male,,,,,
8873,Atila,ŠILI,SRB,,male,,,,,
8874,Ilija,TOMIC,SRB,,male,,,,,
8875,Alen,MEHIĆ,SRB,,male,,,,,
8876,Daria,ODARICH,RUS,,female,,,11.66,2014-09-23,Final
8877,Eolia,NAHON,FRA,,female,,,,,
8878,Vasily,USHAKOV,RUS,,male,,,,,
8879,Luca,CAMANNI,ITA,,male,,,,,
8880,Giacomo,INGRAMI,ITA,,male,,,8.65,2015-09-06,Qualification
8881,Ian,BOWNES,GBR,,male,,,,,
8882,Alexey,ZAYTSEV,RUS,,male,,,,,
8883,Giulia,GOLLO,ITA,,female,,,,,
8884,Antonio,MARTINEZ,VEN,,male,,,9.79,2012-09-01,Qualification
8885,Marie,SOUBRIER,FRA,,female,,,,,
8886,Lara,NEUMEIER,GER,,female,,,,,
8887,Helene,WOLF,GER,1998-01-29,female,,,,,
8888,Margaux,BAUVIN,FRA,,female,,,,,
8889,Elisa,CALABRESE,ITA,,female,,,,,
8890,Ekaterina,DMITRIEVA,RUS,,female,,,,,
8891,Sára,KALMÁR,HUN,,female,,,,,
8892,Laura,CONTADINI,FRA,,female,,,,,
8893,Julie,SONGEON,FRA,,female,,,,,
8894,Hamish,POTOKAR,GBR,,male,,,,,
8895,Michal,KULPINSKI,POL,,male,,,,,
8896,Gaëtan,SIMIAN,SUI,,male,,,,,
8897,Tomas,SKALA,CZE,,male,,,,,
8898,Wiktor,ANDINO-VELEZ,POL,,male,,,,,
8899,Shawn,RABOUTOU,FRA,,male,,,,,
8900,Florian,HECHT,GER,,male,,,,,
8901,Enrico,CAPANO,ITA,,male,,,,,
8902,Moritz,PERWITZSCHKY,GER,,male,,,,,
8903,Armin,BESTVATER,GER,,male,,,,,
8904,Ricardo,COSTA,POR,,male,,,,,
8905,João,SOUSA,POR,,male,,,,,
8906,Dominik,OTTO,CZE,,male,,,,,
8907,Kristine,HAUGSVER,NOR,,female,,,,,
8908,Gunnhild,BJØRNGAARD,NOR,,female,,,,,
8909,Camilla,PERSEN,NOR,,female,,,,,
8910,Rasmus,THANING,NOR,,male,,,,,
8911,Herman,NESSE,NOR,,male,,,,,
8912,Eleanor,HOPKINS,IRL,,female,,,,,
8913,Fien,DE LAET,BEL,,female,,,,,
8914,Isoline,GEORGES,FRA,,female,,,,,
8915,Martin,ZAK,CZE,,male,,,,,
8916,Guy,RAV ON,ISR,,male,,,,,
8917,Théo,GAUDRE,FRA,,male,,,,,
8918,Yurii,IVANOV,RUS,,male,,,,,
8919,Sarah,WEILER,AUT,,female,,,,,
8920,Aliénor,DEVRAINNE,FRA,,female,,,,,
8921,Anne,HÖSEL,GER,,female,,,,,
8922,Kristina,KÄFER,AUT,,female,,,,,
8923,Ellissa,BRYANT,GBR,,female,,,,,
8924,Hannah,HJORTH,DEN,,female,,,,,
8925,Elba,PÉREZ PÉREZ,ESP,,female,,,,,
8926,Agata,ZYSKO,POL,,female,,,,,
8927,Lara,TRINKL,AUT,,female,,,,,
8928,Catrin,ROSE,GBR,,female,,,,,
8929,Sina,ZIMMERMANN,SUI,,female,,,,,
8930,Eva,SCHMID,AUT,,female,,,,,
8931,Manon,DEGUÉE,BEL,,female,,,,,
8932,Paloma,NECOL,FRA,,female,,,,,
8933,Emily,ALLEN,GBR,,female,,,,,
8934,Adela,MORAVCOVA,CZE,,female,,,,,
8935,Marie,AAGAARD LAURIDSEN,DEN,,female,,,,,
8936,Zuzana,PFEIFEROVA,CZE,,female,,,,,
8937,Tanguy,LUISIER,SUI,,male,,,,,
8938,Johan,JENSEN,DEN,,male,,,,,
8939,Cameron,MCLOUGHLIN,GBR,,male,,,,,
8940,Niklas,WALCH,AUT,,male,,,,,
8941,Lukas,JÄKEL,GER,,male,,,,,
8942,Noah,SCHNYDER,SUI,,male,,,,,
8943,Rory,CARGILL,GBR,,male,,,,,
8944,Wojciech,PELKA,POL,,male,,,,,
8945,David,TAYLOR,GBR,,male,,,,,
8946,Mathis,KÆRN BERGGREN,DEN,,male,,,,,
8947,Evgenii,SHLYK,RUS,,male,,,7.72,2014-09-23,Qualification
8948,Cheyenne-chiara,FILIP,AUT,,female,,,,,
8949,Gesine,ADAM,GER,,female,,,,,
8950,Mahault,LIPPERT,BEL,,female,,,,,
8951,Sina,GOETZ,SUI,,female,,,,,
8952,Francisco,SECO,POR,,male,,,,,
8953,Lukas,GOETZ,SUI,,male,,,,,
8954,Yevhenii,DOROSHENKO,UKR,,male,,,,,
8955,Raphaël,DALOZE,BEL,,male,,,,,
8956,Joe,SWALES,GBR,,male,,,,,
8957,Giovanni,DI FRONZO,ITA,,male,,,,,
8958,Arthur,TERNANT,FRA,1996-01-01,male,,,,,
8959,Dmitry,SENKOV,RUS,,male,,,,,
8960,Léon,DAL MASO,BEL,,male,,,,,
8961,Elisa,VAN DER WEL,GER,1997-06-08,female,,,,,
8962,Klara,HALMO,CZE,,female,,,,,
8963,Juliia,DUBINKINA,RUS,,female,,,,,
8964,Katarzyna,WURSZT,POL,,female,,,,,
8965,Katerina,KENDIKOVA,CZE,,female,,,,,
8966,Anna,VAVRIKOVA,CZE,,female,,,,,
8967,Benjamin,NICOLAS,FRA,,male,,,,,
8968,Thomas,KJAER,DEN,1997-10-24,male,,,,,
8969,Jan,NOVAK,CZE,,male,,,,,
8970,Igor,IURKOV,RUS,,male,,,,,
8971,Anna,SULCOVA,CZE,,female,,,,,
8972,Maria,BALLERINI,ITA,,female,,,,,
8973,Lucie,CHANOURDIE,FRA,,female,,,,,
8974,Lucie,VAILLANT,FRA,,female,,,,,
8975,Myriam,GINÉS LÓPEZ,ESP,,female,,,,,
8976,Zenia,KAVASSILAS,AUT,,female,,,,,
8977,Clemens,BERGER,AUT,,male,,,,,
8978,Dominik,BÖSCH,GER,,male,,,,,
8979,Leon,FRAUNHOLZ,GER,,male,,,,,
8980,Moritz,LIEBHABER,AUT,,male,,,,,
8981,Abigail,RIVETT,GBR,,female,,,,,
8982,Mirko,CABALLERO,SUI,,male,,,,,
8983,Pavel,MALOV,RUS,,male,,,,,
8984,Oleh,KRUTII,UKR,,male,,,,,
8985,Oleh,BLAZHKO,UKR,,male,,,,,
8986,Glib,BONDAR,UKR,,male,,,,,
8987,Pavlo,SARMIN,UKR,,male,,,,,
8988,Mykyta,VLASENKO,UKR,,male,,,,,
8989,Jakub,FILIPOWICZ,POL,,male,,,13.74,2015-09-06,Qualification
8990,Lilou,LAFAY,FRA,,female,,,,,
8991,Pia,HAAS,GER,,female,,,,,
8992,Terezie,FAFLIKOVA,CZE,,female,,,,,
8993,Gleb,SERDITYKH,RUS,,male,,,,,
8994,Štěpán,POCHMAN,CZE,,male,,,,,
8995,Lilian,AUGUSTIN,FRA,,male,,,,,
8996,Luca,GASSER,AUT,,male,,,,,
8997,Tobias,LOIBNER,AUT,,male,,,,,
8998,Martin,KUHNEL,CZE,,male,,,,,
8999,Jure,PRIMC,SLO,,male,,,,,
9000,Martin,SOBOTKA,AUT,,male,,,,,
9001,Dora,SULINGER,FRA,,female,,,,,
9002,Juliette,MAROT,FRA,,female,,,,,
9003,Oda,AAGAARD LAURIDSEN,DEN,,female,,,,,
9004,Martin,DE TRUCHIS,FRA,,male,,,,,
9005,Alexander,NORTON,GBR,,male,,,,,
9006,Vadym,CHERNIAVSKYI,UKR,,male,,,,,
9007,Robin,LANASPRE,FRA,,male,,,,,
9008,Elias,MOSER,AUT,,male,,,,,
9009,Anastasia,ROYGBAUM,RUS,,female,,,15.36,2015-09-06,Qualification
9010,Yana,ZDYR,UKR,,female,,,14.39,2015-09-06,Qualification
9011,Marat,RAKHMATULLIN,RUS,,male,,,,,
9012,Aleksandr,BOBYLEV,RUS,,male,,,,,
9013,Viktor,BARIAKHTAR ,RUS,,male,,,,,
9014,Nikola,SMICEVIC,CRO,,male,,,,,
9015,Thomas,HANSSON,SWE,,male,,,,,
9016,Jose,CARVALHO,POR,,male,,,,,
9017,Verica,EDHOLM,SWE,,female,,,,,
9018,Kevin,GONZALAS,USA,,male,,,,,
9019,Andy,OUTIS,USA,,male,,,,,
9020,Sergey,PODOLKHOV,RUS,,male,,,,,
9021,Konstantin,LESEVTSEV,RUS,,male,,,,,
9022,Vasiliy,NESTERENKO,RUS,,male,,,,,
9023,Michael,DORFLEITNER,GER,,male,,,,,
9024,Alvise,MARIO,ITA,,male,,,,,
9025,Roland,DÜSEL,SUI,,male,,,,,
9026,Ief,SPINCEMAILLE,BEL,,male,,,,,
9027,Hans-christian,LEIGGENER,SUI,,male,,,,,
9028,Christophe,GHESQUIERE,BEL,,male,,,,,
9029,Hansjörg,BARTH,GER,,male,,,,,
9030,Paul,DE LEER,NED,,male,,,,,
9031,Moritz,SCHMID,SUI,,male,,,,,
9032,Zoltan,SZABO,HUN,,male,,,,,
9033,Alexsey,VODOLAZSKIY,UKR,,male,,,,,
9034,György,KOVACS,HUN,,male,,,,,
9035,Marcin,WOJCIK,POL,,male,,,,,
9036,Alessandro,BALEN,ITA,,male,,,,,
9037,Vasiliy,MILTCHEVSKY,RUS,,male,,,,,
9038,Mito,SINKOVEC,SLO,,male,,,,,
9039,Florian,ZECH,GER,,male,,,,,
9040,Laurent,LANNERS,BEL,,male,,,,,
9041,Jimmy,DUBUISSON,FRA,,male,,,,,
9042,David,MARNEZI,FRA,,male,,,,,
9043,Aleksey,SHALYGIN,RUS,,male,,,,,
9044,Niki,ROGIERS,BEL,,male,,,,,
9045,Rene,BENKO,AUT,,male,,,,,
9046,Pim,SJAMAAR,NED,,male,,,,,
9047,Lionel,CATSOYANNIS,FRA,,male,,,,,
9048,Jure,BURJAK,SLO,,male,,,,,
9049,Stéphane,ROGUET,FRA,,male,,,,,
9050,Evgeny,ZOMAREV,UKR,,male,,,,,
9051,Brian,CORRADINI,ITA,,male,,,,,
9052,Davor,VELIKANJE,SLO,,male,,,,,
9053,Andry,KORNEEV,UKR,,male,,,,,
9054,Reto,BURGENER,SUI,,male,,,,,
9055,Radek,ULLMANN,CZE,,male,,,,,
9056,Yann,ROLLAND,FRA,,male,,,,,
9057,Matej,POHORSKY,CZE,,male,,,,,
9058,Patrick,LANNERS,BEL,,male,,,,,
9059,Gunnar,BEILKE,GER,,male,,,,,
9060,Jean-françois,CLOOTS,BEL,,male,,,,,
9061,Jean-françois,ROBA,BEL,,male,,,,,
9062,Miroslav,STOLICNY,CZE,,male,,,,,
9063,Ruslan,MALAMID,RUS,,male,,,,,
9064,Thierry,BIENFAISANT,BEL,,male,,,,,
9065,Maurizio,RAVIOLO,ITA,,male,,,,,
9066,Mathieu,GUILLET,FRA,,male,,,,,
9067,Mathew,SMITH,GBR,,male,,,,,
9068,Sie-bum,OH,KOR,,male,,,,,
9069,Jörg,PFLUGMACHER,GER,,male,,,,,
9070,Tino,KOHBACH,GER,,male,,,,,
9071,Bouke,JACOBS,NED,,male,,,,,
9072,Tom,KUGENER,LUX,,male,,,,,
9073,Craig,BERMAN,USA,,male,,,,,
9074,Daan,VAN DORENMALEN,NED,,male,,,,,
9075,Bartek,KOZINA,POL,,male,,,,,
9076,Andrea,GELFI,ITA,,male,,,,,
9077,Natasa,STRITIH,SLO,,female,,,,,
9078,Olga,ARMASHOVA,RUS,,female,,,,,
9079,Nadège,TUCCIO,FRA,,female,,,,,
9080,Lea,MARIO,ITA,,female,,,,,
9081,Suzanne,MULDER,NED,,female,,,,,
9082,Eva,DE LEER,NED,,female,,,,,
9083,Romy,GRÄMER,GER,,female,,,,,
9084,Svea,WINS,BEL,,female,,,,,
9085,Vanessa,RASQUINET,BEL,,female,,,,,
9086,Judith,SJAMAAR,NED,,female,,,,,
9087,Jasna,KOLER,SLO,,female,,,,,
9088,Kathleen,VANBELLINGHEN,BEL,,female,,,,,
9089,Natalia,TSHUTSHINA,RUS,,female,,,,,
9090,Claire,BENAIT,FRA,,female,,,,,
9091,Lubov,YARKO,UKR,,female,,,,,
9092,Heike,ARNOLD,GER,,female,,,,,
9093,Jerneja,TRATNIK,SLO,,female,,,,,
9094,Jan Lindegaard,ANDERSEN,DEN,,male,,,,,
9095,Gregorz,PLESNIAK,POL,,male,,,,,
9096,Sascha,FLOHE,GER,,male,,,,,
9097,Piotr,DAWIDOWICZ,POL,,male,,,,,
9098,Pierre Francois,GRANGE,FRA,,male,,,,,
9099,Pierre,D'ANNOUX,FRA,,male,,,,,
9100,Patrick,EDLINGER,FRA,,male,,,,,
9101,Phillipe,LAPERNE,FRA,,male,,,,,
9102,Laurent,SIMONI,FRA,,male,,,,,
9103,Frederic,BOISSEL,FRA,,male,,,,,
9104,Marile,WALCH,GER,,female,,,,,
9105,David,RASTOUIL,FRA,,male,,,,,
9106,Stéphane,MOURRAT,FRA,,male,,,,,
9107,Olivier,BROUSSOULOUX,FRA,,male,,,,,
9108,Gregor,SOBZAK,FRA,,male,,,,,
9109,Donnato,LECCA,FRA,,,,,,,
9110,Igor,VIAN,ITA,,male,,,,,
9111,Paul,ARENE,FRA,,male,,,,,
9112,Jacques,BRIANCON,FRA,,male,,,,,
9113,Philippe,DALBAVIE,FRA,,male,,,,,
9114,Marc,DAVIET,FRA,,male,,,,,
9115,Stéphane,DOYE,FRA,,male,,,,,
9116,François,LEONARDON,FRA,,male,,,,,
9117,Gilles,MAULEON,FRA,,male,,,,,
9118,Frédéric,DAUPHIN,FRA,,male,,,,,
9119,Jean-claude,FINCK,FRA,,male,,,,,
9120,Gary,HIGGINSON,GBR,,male,,,,,
9121,Sylvain,LIEUTIER,FRA,,male,,,,,
9122,Philippe,MAUREL,FRA,,male,,,,,
9123,Gil,NAFATI,FRA,,male,,,,,
9124,Martial,NEGRE,FRA,,male,,,,,
9125,Thierry,POLDERMAN,FRA,,male,,,,,
9126,Olivier,RIVIERE,FRA,,male,,,,,
9127,Greg,SAUGET,FRA,,male,,,,,
9128,Holly,TONKIN,USA,,female,,,,,
9129,Adela,GUDEA,ROU,,female,,,,,
9130,Anna,EGORTSEVA,RUS,,female,,,,,
9131,Natalia,LUKIANOVA,RUS,,female,,,,,
9132,Laure,LESER,BEL,,female,,,,,
9133,Pascalaie,LOUVEL,FRA,,female,,,,,
9134,Anne,LAUDISOIT,BEL,,female,,,,,
9135,Marianna,TRUFAKINA,UKR,,female,,,,,
9136,Klara,HUNKOVA,CZE,,female,,,,,
9137,Nadia,COUVERT,FRA,,female,,,,,
9138,Henriette,TEN SIJTHOFF,NED,,female,,,,,
9139,Elodie,DAMBEL,FRA,,female,,,,,
9140,Clare,LYON,USA,,female,,,,,
9141,Jennifer,HILGENDORF,GER,,female,,,,,
9142,Hannah,SCHUBERT,GER,,female,,,,,
9143,Romana,KARESOVA,CZE,,female,,,,,
9144,Ulrike,FALTENBACHER,GER,,female,,,,,
9145,Verena,LAMMEL,GER,,female,,,,,
9146,Thomas,WIMMER,GER,,male,,,,,
9147,Christian,GROSS,SUI,,male,,,,,
9148,Denis,VALEEV,KAZ,,male,,,,,
9149,Mesut,ER,GER,,male,,,,,
9150,Nikki,ROEGIERS,BEL,,male,,,,,
9151,Jerôme,ABRAHAM,BEL,,male,,,,,
9152,Erik,WOLF,NED,,male,,,,,
9153,Karel,CERNY,CZE,,male,,,,,
9154,Jiri,LANK,CZE,,male,,,,,
9155,Alexis,MIKOLASCAK,BEL,,male,,,,,
9156,Yuriy,SVETLAKOV,KAZ,,male,,,,,
9157,Mike,BRINCAT,USA,,male,,,,,
9158,Eduard,PROSZA,ROU,,male,,,,,
9159,Florin,CORBEI,ROU,,male,,,,,
9160,David,HUME,USA,,male,,,,,
9161,Christian,BURSCHA,AUT,,male,,,,,
9162,Stephane,ROSUET,FRA,,male,,,,,
9163,Evgueni,PESTOV,RUS,,male,,,,,
9164,Petr,OSTROVERKHOV,RUS,,male,,,,,
9165,Larno,DERZOV,BEL,,male,,,,,
9166,Lukas,DOLEZAL,CZE,,male,,,,,
9167,Andreas,GRETH,SUI,,male,,,,,
9168,Julien,ZAMBETTI,SUI,,male,,,,,
9169,Denis,SKRINNIK,UKR,,male,,,,,
9170,Denis,HUSTINX,BEL,,male,,,,,
9171,Keith,WILLIAMS,USA,,male,,,,,
9172,Marc,ANDEREGG,SUI,,male,,,,,
9173,Ulrich,RENGER,GER,,male,,,,,
9174,Sam,ADAMS,USA,,male,,,,,
